"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"7838";7838;"2011-11-28";4;0;11;5;0;1;1;1;0,4;0,4091;0,87;0;0;34;34
"12131";12131;"2012-05-25";2;1;5;15;0;5;1;1;0,76;0,7121;0,62;0,194;106;360;466
"10084";10084;"2012-03-01";1;1;3;5;0;4;1;1;0,48;0,4697;0,88;0,1642;0;18;18
"17154";17154;"2012-12-22";1;1;12;12;0;6;0;1;0,3;0,2576;0,36;0,6567;18;128;146
"2066";2066;"2011-03-31";2;0;3;22;0;4;1;3;0,28;0,2727;0,93;0,2537;7;44;51
"5474";5474;"2011-08-20";3;0;8;23;0;6;0;1;0,7;0,6667;0,74;0,1343;59;98;157
"2783";2783;"2011-04-30";2;0;4;20;0;6;0;1;0,44;0,4394;0,62;0,1343;65;159;224
"7944";7944;"2011-12-02";4;0;12;15;0;5;1;1;0,42;0,4242;0,41;0,0896;24;175;199
"10961";10961;"2012-04-06";2;1;4;20;0;5;1;1;0,46;0,4545;0,24;0,2836;61;191;252
"6400";6400;"2011-09-29";4;0;9;5;0;4;1;2;0,6;0,5455;0,88;0,1045;0;22;22
"9446";9446;"2012-02-03";1;1;2;11;0;5;1;1;0,32;0,303;0,53;0,2985;15;149;164
"6990";6990;"2011-10-23";4;0;10;20;0;0;0;1;0,44;0,4394;0,72;0,0896;32;112;144
"14045";14045;"2012-08-13";3;1;8;9;0;1;1;2;0,74;0,6667;0,45;0;40;265;305
"14817";14817;"2012-09-14";3;1;9;13;0;5;1;2;0,7;0,6515;0,54;0,194;107;301;408
"199";199;"2011-01-09";1;0;1;13;0;0;0;1;0,2;0,1667;0,34;0,4478;6;69;75
"9924";9924;"2012-02-23";1;1;2;12;0;4;1;1;0,5;0,4848;0,42;0,2537;25;199;224
"12603";12603;"2012-06-14";2;1;6;7;0;4;1;1;0,6;0,6061;0,6;0,2836;26;480;506
"6620";6620;"2011-10-08";4;0;10;9;0;6;0;1;0,5;0,4848;0,77;0;54;163;217
"16181";16181;"2012-11-11";4;1;11;22;0;0;0;1;0,42;0,4242;0,71;0,194;21;113;134
"12075";12075;"2012-05-23";2;1;5;7;0;3;1;1;0,58;0,5455;0,83;0;16;452;468
"10154";10154;"2012-03-04";1;1;3;3;0;0;0;2;0,36;0,3485;0,43;0,1343;5;21;26
"9889";9889;"2012-02-22";1;1;2;1;0;3;1;1;0,32;0,3333;0,7;0,1343;3;4;7
"15113";15113;"2012-09-26";4;1;9;21;0;3;1;1;0,66;0,6212;0,65;0,194;32;328;360
"10470";10470;"2012-03-17";1;1;3;8;0;6;0;2;0,42;0,4242;0,94;0,1045;63;155;218
"8371";8371;"2011-12-20";4;0;12;10;0;2;1;2;0,42;0,4242;0,58;0,194;20;109;129
"9568";9568;"2012-02-08";1;1;2;14;0;3;1;2;0,3;0,303;0,56;0,1642;8;100;108
"17177";17177;"2012-12-23";1;1;12;11;0;0;0;1;0,24;0,2273;0,52;0,194;48;104;152
"5572";5572;"2011-08-25";3;0;8;1;0;4;1;1;0,68;0,6364;0,69;0,3881;4;11;15
"8939";8939;"2012-01-13";1;1;1;7;0;5;1;1;0,26;0,2576;0,6;0,2239;3;174;177
"4957";4957;"2011-07-30";3;0;7;10;0;6;0;1;0,82;0,7424;0,41;0,2985;79;182;261
"5687";5687;"2011-08-30";3;0;8;9;0;2;1;1;0,66;0,6212;0,5;0,2239;38;180;218
"16337";16337;"2012-11-18";4;1;11;10;0;0;0;1;0,34;0,303;0,66;0,2985;79;250;329
"5437";5437;"2011-08-19";3;0;8;10;0;5;1;1;0,72;0,6818;0,62;0,0896;57;108;165
"4819";4819;"2011-07-24";3;0;7;16;0;0;0;1;0,9;0,8485;0,42;0,2537;62;187;249
"10608";10608;"2012-03-23";2;1;3;2;0;5;1;1;0,54;0,5152;0,88;0,0896;12;20;32
"213";213;"2011-01-10";1;0;1;3;0;1;1;1;0,12;0,1212;0,5;0,2239;0;1;1
"591";591;"2011-01-27";1;0;1;19;0;4;1;1;0,2;0,2273;0,69;0,0896;3;76;79
"5341";5341;"2011-08-15";3;0;8;10;0;1;1;1;0,68;0,6364;0,69;0,2836;54;87;141
"2744";2744;"2011-04-29";2;0;4;5;0;5;1;1;0,46;0,4545;0,47;0,1343;0;25;25
"15495";15495;"2012-10-12";4;1;10;19;0;5;1;1;0,42;0,4242;0,41;0,2239;40;453;493
"17360";17360;"2012-12-31";1;1;12;4;0;1;1;1;0,14;0,1667;0,69;0,1045;0;3;3
"11134";11134;"2012-04-14";2;1;4;2;0;6;0;1;0,38;0,3939;0,66;0,1343;3;53;56
"9008";9008;"2012-01-16";1;1;1;4;1;1;0;1;0,12;0,1515;0,58;0,1045;2;6;8
"13050";13050;"2012-07-02";3;1;7;22;0;1;1;1;0,74;0,6667;0,51;0,1642;19;169;188
"11503";11503;"2012-04-29";2;1;4;11;0;0;0;1;0,46;0,4545;0,51;0;128;283;411
"2992";2992;"2011-05-09";2;0;5;13;0;1;1;1;0,62;0,6212;0,38;0,2836;36;138;174
"336";336;"2011-01-15";1;0;1;11;0;6;0;1;0,2;0,197;0,55;0,2239;18;54;72
"9695";9695;"2012-02-13";1;1;2;21;0;1;1;1;0,28;0,2879;0,45;0,1343;2;145;147
"4799";4799;"2011-07-23";3;0;7;20;0;6;0;1;0,82;0,803;0,59;0,2239;47;98;145
"12545";12545;"2012-06-11";2;1;6;21;0;1;1;2;0,72;0,6667;0,58;0,194;32;218;250
"84";84;"2011-01-04";1;0;1;15;0;2;1;1;0,28;0,2727;0,52;0,2537;17;48;65
"635";635;"2011-01-29";1;0;1;17;0;6;0;1;0,24;0,2879;0,6;0;9;82;91
"496";496;"2011-01-22";1;0;1;17;0;6;0;1;0,12;0,197;0,28;0;8;59;67
"1096";1096;"2011-02-18";1;0;2;9;0;5;1;2;0,42;0,4242;0,77;0,194;15;154;169
"7074";7074;"2011-10-27";4;0;10;8;0;4;1;3;0,48;0,4697;0,88;0,194;12;304;316
"2100";2100;"2011-04-02";2;0;4;8;0;6;0;1;0,3;0,3182;0,7;0,1045;10;45;55
"10934";10934;"2012-04-05";2;1;4;17;0;4;1;1;0,5;0,4848;0,31;0,1642;145;677;822
"7174";7174;"2011-10-31";4;0;10;12;0;1;1;1;0,42;0,4242;0,44;0,2239;30;140;170
"3135";3135;"2011-05-15";2;0;5;12;0;0;0;1;0,62;0,5909;0,73;0,2985;120;247;367
"11439";11439;"2012-04-26";2;1;4;19;0;4;1;2;0,54;0,5152;0,77;0,2239;57;407;464
"5342";5342;"2011-08-15";3;0;8;11;0;1;1;2;0,72;0,6818;0,62;0,2537;41;112;153
"8690";8690;"2012-01-02";1;1;1;21;1;1;0;2;0,24;0,2121;0,41;0,3284;3;63;66
"5040";5040;"2011-08-02";3;0;8;21;0;2;1;1;0,8;0,7424;0,52;0,2239;53;201;254
"14168";14168;"2012-08-18";3;1;8;12;0;6;0;1;0,76;0,6667;0,37;0,194;266;388;654
"17066";17066;"2012-12-18";4;1;12;20;0;2;1;1;0,36;0,3333;0,5;0,2537;4;264;268
"5698";5698;"2011-08-30";3;0;8;20;0;2;1;1;0,66;0,6212;0,5;0;39;259;298
"16520";16520;"2012-11-26";4;1;11;1;0;1;1;1;0,2;0,2576;0,69;0;1;9;10
"7256";7256;"2011-11-03";4;0;11;22;0;4;1;1;0,4;0,4091;0,82;0;21;116;137
"146";146;"2011-01-07";1;0;1;8;0;5;1;1;0,2;0,197;0,51;0,2537;20;190;210
"13393";13393;"2012-07-17";3;1;7;5;0;2;1;1;0,68;0,6364;0,74;0,0896;7;31;38
"3861";3861;"2011-06-14";2;0;6;18;0;2;1;1;0,62;0,6212;0,51;0,3284;65;473;538
"2871";2871;"2011-05-04";2;0;5;12;0;3;1;2;0,44;0,4394;0,62;0,3582;19;105;124
"2322";2322;"2011-04-11";2;0;4;15;0;1;1;1;0,74;0,6667;0,48;0,5224;56;85;141
"2170";2170;"2011-04-05";2;0;4;6;0;2;1;2;0,48;0,4697;0,88;0,3284;2;36;38
"16699";16699;"2012-12-03";4;1;12;13;0;1;1;1;0,58;0,5455;0,56;0,0896;81;240;321
"4041";4041;"2011-06-22";3;0;6;6;0;3;1;1;0,66;0,6061;0,83;0;12;110;122
"10814";10814;"2012-03-31";2;1;3;16;0;6;0;2;0,5;0,4848;0,63;0,2985;243;292;535
"4373";4373;"2011-07-06";3;0;7;2;0;3;1;1;0,7;0,6667;0,79;0,0896;1;4;5
"12213";12213;"2012-05-29";2;1;5;1;0;2;1;1;0,7;0,6667;0,79;0,194;1;13;14
"16956";16956;"2012-12-14";4;1;12;6;0;5;1;1;0,16;0,1818;0,8;0,1045;1;112;113
"6734";6734;"2011-10-13";4;0;10;3;0;4;1;2;0,54;0,5152;1;0,194;2;4;6
"16223";16223;"2012-11-13";4;1;11;16;0;2;1;1;0,38;0,3939;0,4;0,2985;28;282;310
"7321";7321;"2011-11-06";4;0;11;15;0;0;0;1;0,48;0,4697;0,51;0,194;96;210;306
"5228";5228;"2011-08-10";3;0;8;17;0;3;1;1;0,84;0,7121;0,26;0,2985;71;513;584
"2645";2645;"2011-04-25";2;0;4;2;0;1;1;1;0,54;0,5152;1;0,0896;1;9;10
"13234";13234;"2012-07-10";3;1;7;14;0;2;1;1;0,82;0,7273;0,38;0,1642;71;171;242
"802";802;"2011-02-05";1;0;2;20;0;6;0;1;0,3;0,2879;0,87;0,2537;5;64;69
"1132";1132;"2011-02-19";1;0;2;21;0;6;0;1;0,32;0,2727;0,26;0,5522;4;29;33
"5172";5172;"2011-08-08";3;0;8;9;0;1;1;1;0,76;0,697;0,55;0,3881;37;146;183
"11587";11587;"2012-05-02";2;1;5;23;0;3;1;2;0,5;0,4848;0,77;0,2537;21;77;98
"11450";11450;"2012-04-27";2;1;4;6;0;5;1;1;0,4;0,4091;0,43;0,2537;5;115;120
"822";822;"2011-02-06";1;0;2;16;0;0;0;1;0,34;0,3485;0,49;0,1045;42;115;157
"10242";10242;"2012-03-07";1;1;3;19;0;3;1;1;0,54;0,5152;0,42;0,3582;16;345;361
"12856";12856;"2012-06-24";3;1;6;20;0;0;0;1;0,78;0,697;0,46;0,2537;108;224;332
"13441";13441;"2012-07-19";3;1;7;5;0;4;1;2;0,72;0,6818;0,7;0,1045;5;35;40
"10373";10373;"2012-03-13";1;1;3;7;0;2;1;2;0,46;0,4545;0,82;0,2836;16;292;308
"9435";9435;"2012-02-03";1;1;2;0;0;5;1;1;0,32;0,2879;0,53;0,3881;1;37;38
"10566";10566;"2012-03-21";2;1;3;8;0;3;1;3;0,48;0,4697;0,94;0,1045;33;502;535
"4602";4602;"2011-07-15";3;0;7;15;0;5;1;1;0,72;0,6515;0,45;0,1642;74;163;237
"908";908;"2011-02-10";1;0;2;8;0;4;1;1;0,1;0,0758;0,49;0,3284;5;173;178
"8818";8818;"2012-01-08";1;1;1;5;0;0;0;2;0,32;0,3333;0,49;0,1045;0;2;2
"9129";9129;"2012-01-21";1;1;1;6;0;6;0;3;0,16;0,1667;0,93;0,1642;0;1;1
"2051";2051;"2011-03-31";2;0;3;7;0;4;1;3;0,24;0,2273;0,93;0,2537;5;87;92
"11465";11465;"2012-04-27";2;1;4;21;0;5;1;1;0,44;0,4394;0,33;0,2985;23;185;208
"6231";6231;"2011-09-22";3;0;9;4;0;4;1;2;0,6;0,5152;0,94;0,0896;0;2;2
"5417";5417;"2011-08-18";3;0;8;14;0;4;1;1;0,82;0,7576;0,46;0,3284;67;115;182
"1";1;"2011-01-01";1;0;1;0;0;6;0;1;0,24;0,2879;0,81;0;3;13;16
"14113";14113;"2012-08-16";3;1;8;5;0;4;1;1;0,6;0,5758;0,78;0,1642;7;30;37
"5098";5098;"2011-08-05";3;0;8;7;0;5;1;1;0,66;0,6061;0,78;0,1343;23;247;270
"8389";8389;"2011-12-21";1;0;12;4;0;3;1;2;0,36;0,3788;0,71;0;0;2;2
"15470";15470;"2012-10-11";4;1;10;18;0;4;1;1;0,46;0,4545;0,44;0,1642;64;628;692
"10056";10056;"2012-02-29";1;1;2;0;0;3;1;1;0,32;0,3333;0,53;0,1045;2;30;32
"7285";7285;"2011-11-05";4;0;11;3;0;6;0;1;0,3;0,2727;0,52;0,2985;0;8;8
"12295";12295;"2012-06-01";2;1;6;11;0;5;1;2;0,7;0,6667;0,74;0,2836;42;193;235
"525";525;"2011-01-23";1;0;1;23;0;0;0;1;0,06;0,0606;0,41;0,2239;4;17;21
"5862";5862;"2011-09-06";3;0;9;17;0;2;1;2;0,54;0,5152;0,88;0,3881;15;276;291
"13567";13567;"2012-07-24";3;1;7;11;0;2;1;2;0,84;0,803;0,53;0,3284;45;156;201
"7212";7212;"2011-11-02";4;0;11;2;0;3;1;1;0,3;0,3333;0,87;0;0;2;2
"5584";5584;"2011-08-25";3;0;8;13;0;4;1;1;0,7;0,6667;0,79;0,1045;7;30;37
"10816";10816;"2012-03-31";2;1;3;18;0;6;0;2;0,44;0,4394;0,72;0,4627;102;239;341
"14112";14112;"2012-08-16";3;1;8;4;0;4;1;1;0,62;0,5909;0,73;0,2239;2;3;5
"16556";16556;"2012-11-27";4;1;11;13;0;2;1;3;0,28;0,2727;0,87;0,2537;4;73;77
"7134";7134;"2011-10-29";4;0;10;20;0;6;0;1;0,24;0,2121;0,87;0,3582;7;40;47
"10851";10851;"2012-04-02";2;1;4;6;0;1;1;1;0,36;0,3182;0,71;0,4627;6;104;110
"3728";3728;"2011-06-09";2;0;6;5;0;4;1;2;0,7;0,6667;0,84;0;1;19;20
"12481";12481;"2012-06-09";2;1;6;5;0;6;0;1;0,6;0,6212;0,56;0,1045;4;15;19
"13406";13406;"2012-07-17";3;1;7;18;0;2;1;1;0,9;0,803;0,33;0,194;60;712;772
"7429";7429;"2011-11-11";4;0;11;3;1;5;0;1;0,3;0,2879;0,61;0,194;0;6;6
"11146";11146;"2012-04-14";2;1;4;14;0;6;0;2;0,64;0,6212;0,27;0,4478;288;372;660
"5140";5140;"2011-08-07";3;0;8;1;0;0;0;2;0,7;0,6667;0,84;0,2537;10;63;73
"5502";5502;"2011-08-22";3;0;8;3;0;1;1;3;0,7;0,6515;0,65;0,1343;0;5;5
"8119";8119;"2011-12-09";4;0;12;22;0;5;1;1;0,28;0,3182;0,87;0;15;114;129
"12446";12446;"2012-06-07";2;1;6;18;0;4;1;1;0,7;0,6364;0,34;0,2836;110;703;813
"4953";4953;"2011-07-30";3;0;7;6;0;6;0;1;0,72;0,6818;0,7;0,2985;6;18;24
"3337";3337;"2011-05-23";2;0;5;22;0;1;1;1;0,62;0,5455;0,94;0,2239;25;106;131
"17115";17115;"2012-12-20";4;1;12;21;0;4;1;3;0,34;0,3333;0,76;0,1642;1;25;26
"13938";13938;"2012-08-08";3;1;8;22;0;3;1;1;0,72;0,697;0,74;0,1045;35;198;233
"2512";2512;"2011-04-19";2;0;4;13;0;2;1;2;0,54;0,5152;0,68;0,2239;26;103;129
"6724";6724;"2011-10-12";4;0;10;17;0;3;1;3;0,54;0,5152;0,94;0,2239;16;235;251
"3491";3491;"2011-05-30";2;0;5;8;1;1;0;2;0,66;0,5909;0,89;0,1045;36;58;94
"4057";4057;"2011-06-22";3;0;6;22;0;3;1;2;0,72;0,697;0,79;0,194;25;123;148
"9083";9083;"2012-01-19";1;1;1;8;0;4;1;1;0,12;0,1515;0,54;0,1045;9;414;423
"13289";13289;"2012-07-12";3;1;7;21;0;4;1;1;0,72;0,6667;0,48;0,2239;44;329;373
"15652";15652;"2012-10-19";4;1;10;8;0;5;1;2;0,54;0,5152;0,94;0,1045;20;447;467
"7360";7360;"2011-11-08";4;0;11;6;0;2;1;1;0,3;0,3333;0,87;0;3;96;99
"16329";16329;"2012-11-18";4;1;11;2;0;0;0;1;0,28;0,2879;0,81;0,1045;8;65;73
"17327";17327;"2012-12-29";1;1;12;19;0;6;0;2;0,3;0,2424;0,61;0,2537;7;90;97
"2923";2923;"2011-05-06";2;0;5;16;0;5;1;1;0,6;0,6212;0,4;0,2537;82;262;344
"10995";10995;"2012-04-08";2;1;4;6;0;0;0;1;0,36;0,3788;0,37;0;7;21;28
"13493";13493;"2012-07-21";3;1;7;9;0;6;0;2;0,58;0,5455;0,83;0,194;32;175;207
"14110";14110;"2012-08-16";3;1;8;2;0;4;1;1;0,64;0,6061;0,69;0,194;0;15;15
"9634";9634;"2012-02-11";1;1;2;8;0;6;0;3;0,22;0,2273;0,93;0,1343;1;77;78
"9620";9620;"2012-02-10";1;1;2;18;0;5;1;3;0,3;0,303;0,61;0,1343;14;345;359
"14703";14703;"2012-09-09";3;1;9;19;0;0;0;1;0,66;0,6212;0,36;0,2537;134;362;496
"1508";1508;"2011-03-08";1;0;3;4;0;2;1;1;0,22;0,2727;0,64;0;0;2;2
"16141";16141;"2012-11-10";4;1;11;6;0;6;0;1;0,24;0,2576;0,93;0,0896;5;11;16
"3048";3048;"2011-05-11";2;0;5;21;0;3;1;1;0,54;0,5152;0,6;0;32;202;234
"2106";2106;"2011-04-02";2;0;4;14;0;6;0;3;0,32;0,303;0,76;0,3284;97;93;190
"9895";9895;"2012-02-22";1;1;2;7;0;3;1;1;0,32;0,3333;0,76;0,0896;10;292;302
"9308";9308;"2012-01-28";1;1;1;17;0;6;0;1;0,42;0,4242;0,44;0,3881;57;233;290
"5935";5935;"2011-09-09";3;0;9;19;0;5;1;1;0,66;0,5909;0,89;0,1642;33;316;349
"12853";12853;"2012-06-24";3;1;6;17;0;0;0;1;0,84;0,7273;0,32;0,2537;203;329;532
"12868";12868;"2012-06-25";3;1;6;8;0;1;1;1;0,66;0,6212;0,69;0,194;53;555;608
"11253";11253;"2012-04-19";2;1;4;1;0;4;1;3;0,42;0,4242;0,77;0,1045;2;11;13
"11204";11204;"2012-04-17";2;1;4;0;0;2;1;1;0,66;0,6212;0,54;0,194;10;33;43
"7299";7299;"2011-11-05";4;0;11;17;0;6;0;1;0,38;0,3939;0,4;0,1642;100;234;334
"8955";8955;"2012-01-13";1;1;1;23;0;5;1;1;0,18;0,1818;0,47;0,194;5;60;65
"170";170;"2011-01-08";1;0;1;8;0;6;0;3;0,16;0,1818;0,93;0,1045;0;15;15
"3996";3996;"2011-06-20";2;0;6;9;0;1;1;2;0,6;0,5758;0,78;0,2537;19;200;219
"8749";8749;"2012-01-05";1;1;1;8;0;4;1;2;0,2;0,2576;0,75;0;11;377;388
"8906";8906;"2012-01-11";1;1;1;22;0;3;1;3;0,34;0,3333;0,87;0,194;0;49;49
"14718";14718;"2012-09-10";3;1;9;10;0;1;1;1;0,62;0,6212;0,5;0,2836;42;168;210
"1664";1664;"2011-03-14";1;0;3;21;0;1;1;1;0,34;0,3333;0,46;0,1343;5;58;63
"4459";4459;"2011-07-09";3;0;7;16;0;6;0;1;0,82;0,7273;0,38;0;171;245;416
"4699";4699;"2011-07-19";3;0;7;16;0;2;1;1;0,9;0,8485;0,42;0,2985;61;216;277
"1337";1337;"2011-02-28";1;0;2;23;0;1;1;2;0,32;0,2879;0,81;0,3881;0;45;45
"3006";3006;"2011-05-10";2;0;5;3;0;2;1;1;0,44;0,4394;0,54;0,194;1;3;4
"9916";9916;"2012-02-23";1;1;2;4;0;4;1;1;0,4;0,4091;0,76;0,2239;0;1;1
"8183";8183;"2011-12-12";4;0;12;14;0;1;1;2;0,32;0,3333;0,53;0,1343;16;95;111
"3985";3985;"2011-06-19";2;0;6;22;0;0;0;1;0,66;0,6061;0,78;0,2239;38;114;152
"17121";17121;"2012-12-21";1;1;12;3;0;5;1;3;0,46;0,4545;0,94;0,3881;0;3;3
"14884";14884;"2012-09-17";3;1;9;8;0;1;1;1;0,54;0,5152;0,77;0,0896;36;647;683
"4022";4022;"2011-06-21";3;0;6;11;0;2;1;1;0,66;0,6061;0,83;0,1642;52;119;171
"10907";10907;"2012-04-04";2;1;4;14;0;3;1;2;0,62;0,6212;0,46;0,194;82;176;258
"9103";9103;"2012-01-20";1;1;1;4;0;5;1;1;0,22;0,2424;0,6;0,1045;0;3;3
"13300";13300;"2012-07-13";3;1;7;8;0;5;1;2;0,7;0,6515;0,54;0;53;660;713
"13134";13134;"2012-07-06";3;1;7;10;0;5;1;1;0,86;0,7424;0,3;0;80;130;210
"3944";3944;"2011-06-18";2;0;6;5;0;6;0;1;0,62;0,5758;0,83;0;1;6;7
"7664";7664;"2011-11-20";4;0;11;22;0;0;0;3;0,46;0,4545;0,88;0,0896;5;35;40
"3609";3609;"2011-06-04";2;0;6;6;0;6;0;1;0,54;0,5152;0,6;0;11;17;28
"7412";7412;"2011-11-10";4;0;11;10;0;4;1;2;0,44;0,4394;0,88;0,2239;17;100;117
"3292";3292;"2011-05-22";2;0;5;1;0;0;0;1;0,52;0,5;0,94;0,1343;17;81;98
"2421";2421;"2011-04-15";2;0;4;18;1;5;0;2;0,46;0,4545;0,67;0,3881;47;216;263
"7512";7512;"2011-11-14";4;0;11;14;0;1;1;1;0,62;0,6212;0,46;0,4478;47;138;185
"562";562;"2011-01-25";1;0;1;14;0;2;1;2;0,3;0,3333;0,45;0;11;57;68
"11493";11493;"2012-04-29";2;1;4;1;0;0;0;2;0,36;0,3485;0,81;0,1343;5;37;42
"13127";13127;"2012-07-06";3;1;7;3;0;5;1;2;0,74;0,697;0,7;0,194;1;6;7
"1390";1390;"2011-03-03";1;0;3;4;0;4;1;1;0,16;0,1212;0,31;0,4925;0;1;1
"13427";13427;"2012-07-18";3;1;7;15;0;3;1;3;0,92;0,8485;0,35;0,3582;42;152;194
"5659";5659;"2011-08-29";3;0;8;5;0;1;1;1;0,56;0,5303;0,73;0,1343;0;17;17
"16217";16217;"2012-11-13";4;1;11;10;0;2;1;3;0,3;0,2727;0,75;0,3881;10;84;94
"10615";10615;"2012-03-23";2;1;3;9;0;5;1;2;0,52;0,5;0,9;0,0896;75;305;380
"6040";6040;"2011-09-14";3;0;9;5;0;3;1;1;0,58;0,5455;0,88;0,1045;1;30;31
"12182";12182;"2012-05-27";2;1;5;18;0;0;0;1;0,76;0,7121;0,58;0,2985;266;252;518
"2281";2281;"2011-04-09";2;0;4;21;0;6;0;2;0,36;0,3485;0,93;0,1343;10;65;75
"11898";11898;"2012-05-15";2;1;5;22;0;2;1;1;0,58;0,5455;0,78;0,2239;9;74;83
"854";854;"2011-02-08";1;0;2;0;0;2;1;2;0,28;0,3182;0,87;0;4;6;10
"4327";4327;"2011-07-04";3;0;7;4;1;1;0;2;0,66;0,6061;0,78;0,0896;8;4;12
"3354";3354;"2011-05-24";2;0;5;15;0;2;1;3;0,74;0,6818;0,55;0,4179;59;129;188
"11249";11249;"2012-04-18";2;1;4;21;0;3;1;2;0,42;0,4242;0,82;0,0896;24;165;189
"12917";12917;"2012-06-27";3;1;6;9;0;3;1;1;0,66;0,6212;0,41;0,3582;29;253;282
"6667";6667;"2011-10-10";4;0;10;8;1;1;0;1;0,52;0,5;0,83;0;27;227;254
"6770";6770;"2011-10-14";4;0;10;15;0;5;1;1;0,62;0,6212;0,43;0,2836;61;169;230
"15115";15115;"2012-09-26";4;1;9;23;0;3;1;2;0,6;0,5758;0,78;0,2537;13;102;115
"16166";16166;"2012-11-11";4;1;11;7;0;0;0;1;0,3;0,3182;0,89;0,0896;12;56;68
"14982";14982;"2012-09-21";3;1;9;10;0;5;1;1;0,62;0,6061;0,61;0,2239;44;181;225
"8462";8462;"2011-12-24";1;0;12;5;0;6;0;2;0,32;0,3182;0,66;0,1642;1;3;4
"5304";5304;"2011-08-13";3;0;8;21;0;6;0;2;0,68;0,6364;0,83;0,3881;40;127;167
"8420";8420;"2011-12-22";1;0;12;11;0;4;1;2;0,44;0,4394;0,77;0;10;135;145
"10672";10672;"2012-03-25";2;1;3;18;0;0;0;1;0,5;0,4848;0,72;0,0896;202;289;491
"8460";8460;"2011-12-24";1;0;12;3;0;6;0;2;0,32;0,3333;0,7;0,0896;0;5;5
"1135";1135;"2011-02-20";1;0;2;0;0;0;0;1;0,26;0,2121;0,35;0,4478;3;14;17
